text,true_label,chatgpt_prediction
"Pääle revoluts'ooni maahasurumist sai Ungari pääministres Kádári János, kiä juhtõ Ungari Sotsialistlikku Tüülisparteid. Kádár juhtõ võitlust revoluts'onääre vasta. 21 600 vabahusvõitlõjat panti vangi ja 400 tapõti. Legaalnõ pääministre Nagy Imre mõistõti surma.",vro,ekk
"lu talianu modernu è, cume spessu accade cù e lingue naziunali, un dialettu chì hè riuscitu à far carriera; è à imporsi, cioè, cume lingua ufficiale di una reghjone monda più vasta di quella urighjnaria. A a so base si truva difatti u fiurentinu letterariu usatu in u Trecentu da Dante, Petrarca è Boccacciu, influenzatu da a lingua siciliana letteraria elaborata da a Scola siciliana di ghjacumu da Lentini (1230-1250) è cumpostu da fiurentinu coltu (tra cui esisteva una certa affinità linguistica) è prestiti latini: trà i numerosi tratti chì u talianu riprende da questa lingua, è chì sò invece estranei in quasi tutte e altre parlate italiane, si pussonu citare per esempiu, à livellu foneticu i ""dittonghi spuntanei"" ie à l'anafonesi, a chjusura di à prutonica, l'evoluzione di u nessu latinu -RI- in i invece chì in r è u passaghju di ar atonu à er. ghjà da a fine di u Trecentu a lingua parlata è Firenze si distacca però da questu modellu, chì successivamente viene codificatu da letterati ùn fiurentini (a cuminci da Pietru Bembu) è usatu cume lingua cumune per a scrittura in tutta Italia à parte da a secunda metà di u Cinquecentu. Gli intellettuali italiani di u Trecentu chì diederu corpu à a lingua italiana viaghjavanu spessu in longu è in largu per a penisula à u serviziu di i putenti di l'epoca o in piena autonomia è elaborarunu sin da allora un'idea di nazione italica o italiana.",cos,ita
"GSX-R750 - GSX-R1000కు తాత, ఈ హోదా 25 ఏళ్ళ కన్న ఎక్కువ పాతది, అంతేకాక ఈ నమూనా ప్రతి రెండు నుండి నాలుగు సంవత్సరాలకు నవీకరణ/తిరిగి రూపకల్పన చేయబడుతోంది.",tel,tel
"Псевдонаука і панаука суть означіня про такы тіпы знаня ці поступів, котрых їх выконователї поважують за науковы і повжывають про їх презентацію науковый або науково вызераючій язык, але не дотримують при тім основны правила наукы (наприклад не мають характер овірительной науковой методы, тезы або теорії ненеходячі потверджіня у науковый дослїджованях або докінце суть в спорї з позорованём апод.) Тоты означіня суть вниманы як ганливы (дегонестуючі). Префікс псевдо є од ґрецького слова псевдос што значіть циґанство або брехню. Суфікс па є праславяньского походжіня і к основному слову додасть значіня неправый, меншый, меншецїнный атд.",rue,ukr
နောက်ပါအင်အား တောင့်တင်းစေရန် အတွက် ပေါ်တူဂီ ကြေးစားစစ်ဗိုလ် ဒီယိုဂို ဆွာဝါရက်ဇ် ဒီမယ်လို (Diogo Soarez de Mello) ကို အနားခေါ်ကာ ခစားစေသည်။ ထိုသို့ ရှိသမျှအင်အား စုစည်းပြီး ဒလ မှ ဒဂုံသို့ဦးစွာ ချီတက်သည်။ ဒဂုံမှ ဓနုတောမကော်၊ ထိုမှ ဟံသာဝတီသို့မဝင်ဘဲ ဓားကျွန်တောင်ကို ပတ်၍သွားသည်။ ထိုအခါ သမိန်စက္ကဝေါ က ဗညားဒလအားစေလွတ်ပြီး တိုက်ခိုက်စေသော်လည်း တိုက်ပွဲများ ဖြစ်ပွားခဲ့ခြင်းမရှိပေ။ ဟင်းခနွေကိုရောက်မှ မိဖုရားဖြစ်သူ သခင်ကြီး ဝေါစီးကာ သွားလာနေသည်ကို တွေ့မှ ညီတော် တောင်ငူစားသီဟသူ၏ အကြံကိုသိရတော့သည်။ ထိုမှ ဆက်လက်ချီတက်ရာ တောင်ငူမရောက်မှီ ရွာသစ်ကြီးကို ဇေယျဝတီဟု ခေါ်တွင်ကာ တပ်ချနေသည်။ ထိုသို့ ဘုရင့်နောင် တောင်ငူကို သိမ်းရန် ကြံစည်နေချိန်တွင် ဟံသာဝတီရှိ မွန်မင်း သမိန်စက္ကဝေါမှာ မှူးမတ်များ လုပ်ကြံနန်းချခြင်းခံရပြီး သမိန်ထောရာမအား ပင့်ဆောင် နန်းတင်ကြသည်။,mya,mya
"La Kongregasyón Kristyana en el Brasil es una komunita de orijen norteamerikana ke se enkuentra en territorio brasilenyo desde 1910, traída por lo italiano Louis Francescon.",lad,spa
"वृश्चिकराशिः द्वादशराशिषु अन्यतमः अस्ति । द्वादश राशयः मेषराशिः, वृषभराशिः, मिथुनराशिः, कर्कटराशिः, सिंहराशिः, कन्यारशिः, तुलाराशिः, वृश्चिकराशिः, धनूराशिः, मकरराशिः, कुम्भराशिः, मीनराशिः च सन्ति ।",san,san
لە چاوپێکەوتنێکیدا لەگەڵ رۆژنامەنوس، رێبین محەمەد، رەحمان خانی سەبارەت بە سەرەتای دروستکردن و بیرۆکەو مێژووی بەنداوەکە رایگەیاند: لە ٢٣-١١-١٩٦١ بە رەسمی بەنداوی دەربەندیخان کراوەتەوە، لە سەر بیرۆکەی دەستەی بونیادنانەوە لە سەردەمی مەلیکدا بەنداوەکە دروستکراوە، لە ساڵی ١٩٤٦ دا دەست بە کارکردن کراوەو چەندین لێکۆڵینەوە کراوە تا گونجاوترین شوێن دیاری بکرێت، دواتر لە ساڵی ١٩٥٣ دا کۆتایی بە لێکۆڵینەوە ھاتووەو لە ١٩٥٤ دا دەستکراوە بە دیزاینکردن و لە ١٩٥٥ دا گرێبەستکراوە بۆ جێبەجێکردنی، کۆمپانیای دیزاینەرو راوێژکاری جێبەجێکردن (کۆمپانیای ھارزای ئەمەریکی) بووە، جگەلە کۆمپانیا ئەمەریکییەکان چەندین کۆمپانیایەکی فەرەنسی و رۆمانی بەشداربوون لە جێبەجێکردنی بەشە جیاوازەکانی بەنداوەکەدا. پێکھاتەی بەنداوی دەربەندیخان,ckb,ckb
"Lemesed patedik lomanefa in Sherwood äbinon mö US$39 135 e lemesed patedik famüla äbinon mö US$42 188. Mans älaboms lemesedi patedik mö US$32 130, leigodü US$23 500 vomas. Lemesed „per capita“ (a pösod) äbinon mö US$16 212. Zao 10,9% famülas e 12,5% lödanefa lölik älifons dis pöfasoliad, keninükamü 14,7% utanas bäldotü lifayels 18 u läs 18 e 17,3% utanas bäldotü lifayels 65 u plu 65.",vol,epo
"Disi periodi efru yari e ben wan yari nanga pasa peyna nanga ledi, ma oktu nanga gu tengi. Disi e ben no referi na nanga pasar man e taki dati disi otru e ben, leki disi no e ben. Male Grapukesicius e taki disi ten ini go ten abra tengi di man pramisi tu no frugeti, ma man e du a frugeti. Disi e ben wan koru fu a frugetism. Pasa man e taki fu taki disi yari wan tipisi frugetism yari e ben, leki ala yari e ben, wili wan man (meki no u wi) somtengi frugeti e ben. Disi e ben taki a salekism.",srn,pap
د ښوونکي دنده يې ترسره کړې ده او په پېښور راډيوکې يې هم کارکاوه پروگرامونه به يې ليکل.خودژوند ډېره برخه يي لکينې ته ځانگړې کړې ده .اجمل خټک مشهورشاعر اوليکوال دى .,pus,pus
"Klaipiedas valstībėnė kuolegėjė, lėgė 2009 m. rogpjūtė 26 d. Klaipiedas versla ė teknuoluogėju kuolegėjė – nauniversitetėnė valstībėnė aukštuojė muokīkla Klaipieduo, Jaunystės g. 1.",sgs,lit
"Tyene un nifus por asima de 120 milyones de personas, la mayor parte bive enel Vaye de Meksiko, partikularmente en Sivdad de Meksiko i Estado de Meksiko, aldredor de El Bajío enel oeste del payiz i sivdades kon la frontiera estatounidense.",lad,spa
《申报》（Shun Pao‎）是近代上海发行辰光顶久、有相当社会影响力个报纸。迭个报纸原来叫《申江新报》，来勒1872年4月30日创刊，创办人是英国商人安纳斯脱·美查（Ernest Major‎）1949年5月27日，解放军接管上海防务，拿《申报》作为中国国民党党产作为理由，宣布迭个报纸停刊。《申报》前后一共经营77年，总共出版25600期。,wuu,cmn
「人の頼り方を知らない」ため、なんでも一人でやって（やろうとして）しまう性格で、リコ加入以前の生徒会活動は事実上彼女一人で行なっていた。人を頼ることができるようになった現在も、可能な限りどこもかしこも全力で取り組むため、リコやヤンは関心しつつも心配している。また、小学校時代から他人との友人関係を構築することもあまり得意ではなかった。お互いに親友だと認め合っているリコへの信頼は非常に高い。ただし馴れ合いの関係ではなく、リコのダメな部分に対してさり気なくキツいツッコミを入れることが多い。,jpn,jpn
"Ini adalah operasi kembar siam pertama yang dilakukan RSUP Dr Sardjito. Sebelumnya, rumah sakit ini pernah menangani tiga kasus kembar siam sejak tahun 1970-an. Namun, mereka umumnya meninggal terlebih dulu sebelum dioperasi dalam usia berkisar lima sampai tujuh hari.",ind,ind
"6 Ọktoba bu ubochi nke 6th (nke ishii) na onwa ana kpo Ọktoba. Na Gregorian calender, 6 Ọktoba bu ubochi nke 279th (280th na afo nke ana-kpo leap year) na afo. Anyi nwere agugu ubochi 86 du mgbe afo na agwu.",ibo,ibo
"Manteniente un firme prisa super le columna del dama. Le nigro non pote jocar 16 ... Cd7 alora, ni 16 ... Tc8 17 Rxc8 Bxc8 18 Dd8+ ganiante un pecia.",ina,ita
"Tembi’u Paraguái apytépe oje’u chipa opáichagua, pastel, sopa Paraguái, chipa guasu, pajagua mascada, chicharõ, chicharõ trenzado, lambreado, butifarra, mbeju aramirõ, mbeju mestizo, rora, perera, kavure, avei tembi’u he’ẽ jepivérõ plaza-pe oiko ika retreta, banda koygua, puraheihára, jerokyhára, ikatu avei oñemomba’egusúvo pa’i, kuairóga térã ogayguakuéra jeporavopyre.",grn,gug
"Noman Çelebicihan (arap urufatında: نومان چلبى جهان‎) (1885 - 1918) - şeit ketken Qırımtatar milliy qaramanıdır. Qırım musulmanlarınıñ müftisi, siyasetçi, şair, I Qırımtatar Milliy Qurultayı prezidiumınıñ azası, Qırım Halq Cumhuriyetiniñ ükümet reisi.",crh,crh
Díí chʼosh éí 10–20 mm ádaníłtso łeh. Bitsʼíís éí diłhił dóó yishtłizhgo naashchʼąąʼ łeh; łaʼ éí łitsogo ndaashchʼąąʼ. Chʼil bitʼąąʼ dóó tádídíín éí bichʼiyąʼ.,nav,nav
"Романот се состои од 10 глави. Аркадиј бил младо момче кое има страст кон читање и кон изработка на клучеви. Еден ден, по наговор на неговиот учител, тој се упатил на север, со намера да појде во царската ковачница на пари во Виминациум. Кога го преминал Дунав, Аркадиј разбрал дека го погрешил патот и повторно се вратил на спротивниот брег на реката. Притоа, тој сретнал една девојка, која го посоветувала, кога ќе појде на пазар, да ја купи првата работа што ќе му ја понудат. Утредента, Аркадиј купил дрвен клуч и тогаш повторно ја видел истата девојка, која носела празен кафез за птици. Девојката се викала Микаина и останала да живее со него. Таа умеела да ја гледа иднината и го научила како да ги краде туѓите сонови. Еднаш, додека таа спиела, Аркадиј ја бакнал во устата и го украл нејзиниот сон, а потоа го отворил кафезот и ги пуштил на слобода сите соништа што ги имала украдено таа.",mkd,mkd
"Ari 2001 RM mangrupa hiji astéroid. Ieu asteroid téh bagéan tina astéroid Amor, anu nganjrek deukeut jeung marcapada. Ékséntrisitas orbit ieu astéroid kacatet gedéna 0.483, sedengkeun magnitudo mutlakna 15.6. Ari nu jadi référénsina mah nyaéta MPO 406228.",sun,sun
"Dä Urranuß hätt 27 Moonde, wobei dä jrützte dä Titania ees met en_em Doorchmesser vun 1578 km. Nur noch drei andere sin noch jrüüsser als 200 Kilometere em Doorchmesser.",ksh,gsw
"ເຄື່ອງ​ໃຊ້ທີ່ຄົ້ນພົບມີ: ດິນ ເຜົາເຊັ່ນ ຖ້ວຍ, ຊາມ, ໄຫ, ໝໍ້, ກອກສູບຢາ, ເຄື່ອງເອ້ ເຮັດດ້ວຍທອງສຳລິດ, ພ້າ, ຂວານ ທີ່​ເຮັດດ້ວຍເຫຼັກ, ມີ ອາວຸດ ເປັນ ງ້າວ, ຫອກ ​ເຮັດດ້ວຍ ເຫຼັກກ້າ.",lao,lao
"E1 ima dvije dionice u Španiji. Sjeverne dionica se proteže između A Coruñae i Tuia na portugalskoj granici. Put slijedi autoput AP-9, te prolazi kroz gradove A Coruña, Santiago de Compostela, Pontevedra i Vigo. Granica je na rijeci Rio Minho, kod grada Tui.",bos,hrv
"Литва – унитардык мамлекет. 1992-ж. 25-октябрда Конституциясы кабыл алынган. Башкаруу формасы – парламенттик республика. Мамлекет башчысы – президент, 5 жылга шайланат. Литва парламенти – бир палаталуу Сейм. Аткаруу бийлигинин жогорку органы – өкмөт. Литвада көп партиялуу саясий система орун алган. Негизги партиялары: Мекен союзу – Литва христиан демократтары, Литва социал-демократиялык партиясы, Литва либералдар кыймылы, Эмгек партиясы, Христиан партиясы, Литва дыйкан-народниктер уюму, «Жаңы союз», Литва орустарынын уюму, «Орус альянсы» жана башка.",kir,kir
"III. si bayî [v. pr.] si dner (solés, evnd). >> si bayî d' awaite: prinde asteme, bén waitî a lu. Franwal: ahåyant po: ""être sur ses gardes"".",wln,oci
"Паддзахады официалон æвзаг у испайнаг (ис æм бынæттон фонологион хицæндзинæдтæ). Уыимæ пайда кæнынц индейаг æвзæгтæй дæр (æппæты зынгæдæр у мискитойаг æвзаг, дзурынц ыл сæдæ мин адæймагæй фылдæр). Скæсæны былгæрон чи цæры, уыцы негрты ’хсæн æмбæлы англисаг æвзаджы бынæттон здæхтытæ.",oss,kbd
ആദ്യകാല പ്രപഞ്ചത്തിലെ സാന്ദ്രതയുടെ ഏറ്റക്കുറിച്ചിലുകളെപ്പറ്റി ഒരു സിദ്ധാന്തം ഇദ്ദേഹവും യാക്കോവ് ബി. സെൽഡോവിച്ചും ചേർന്ന് തയ്യാറാക്കുകയുണ്ടായി. അവർ പ്രവചിച്ച തരം അക്കൊസ്റ്റിക് അവർ മുന്നോട്ടു വെച്ച അക്കൊസ്റ്റിക് ആന്തോളന പാറ്റേണുകൾ ഡബ്ല്യൂ.എം.എ.പി. (വിൽക്കിൻസൺ മൈക്രോവേവ് അനൈസോട്രോപ്പി പ്രോബ്) മുതലായ സിഎംബി പരീക്ഷണങ്ങളിൽ മൈക്രോവേവ് വീചികളിലും നഷത്രവ്യൂഹങ്ങളുടെ വിതരണത്തിലും മറ്റും കണ്ടെത്തപ്പെടുകയുണ്ടായി. ഇവർ 1970-ലെ പ്രബന്ധത്തിൽ “ഏറ്റക്കുറച്ചിലുകളുടെ സ്പെക്ട്രത്തെപ്പറ്റിയുള്ള ആഴത്തിലുള്ള പഠനം തത്ത്വത്തിൽ ആദ്യകാല സാന്ദ്രതാ ഏറ്റക്കുറച്ചിലുകളെപ്പറ്റി മനസ്സിലാക്കാൻ സഹായിച്ചേക്കും” എന്ന് പ്രസ്താവിക്കുന്നുണ്ട്. സി.എം.ബി. പരീക്ഷണങ്ങൾ ഇത് ശരിയാണെന്ന് കണ്ടെത്തിയിട്ടുണ്ട്.,mal,mal
"Ang klima tropikal nga kasalupan. Ang kasarangang giiniton 25 °C. Ang kinainitan nga bulan Oktubre, sa 27 °C, ug ang kinabugnawan Pebrero, sa 25 °C. Ang kasarangang pag-ulan 2,972 milimetro matag tuig. Ang kinabasaan nga bulan Disyembre, sa 611 milimetro nga ulan, ug ang kinaugahan Hunyo, sa 138 milimetro.",ceb,ceb
"Die Heemat- un Böllerfereen ""Widerhall"" e.V. in Wietsound wuud 1954 as Böllerverein ""Widerhall"" e.V. gruunded. Die Fereen is uk die Skutsfereen fon Wietsound un moaket dät jierelkse Böller- un Skutsfäst in Wietsound.",stq,nds
"Leikfélag Ölfuss er áhugaleikfélag í Þorlákshöfn sem var stofnað haustið 2005. Þá hafði ekki verið starfrækt leikfélag þar í um það bil 10 ár. Ákveðið var að fyrsta verkefnið yrði létt skemmtidagskrá og efnivið skyldi sækja til hippatímabilsins. Svanur Gísli Þorkelsson tók að sér að semja handrit og leikstýra. Leikfélagið fékk aðstöðu til æfinga og sýninga í Versölum, fjölnota menningarhúsnæði í eigu sveitarfélagsins Ölfuss og verkið var frumsýnt í janúar 2006. Leikfélag Ölfuss er aðili að Bandalagi íslenskra leikfélaga.",isl,isl
នៅក្នុងបណ្ណាល័យមិនមែនមានតែសៀវភៅមួយមុខគត់ទេ គឺមានឯកសារច្រើនណាស់។ អ្នកសិក្សាសា្រវជ្រាវមួយចំនួនបានគិតថាបណ្ណាល័យ គឺគ្រាន់ជាឃ្លាំងសៀវភៅទេ តែតាមពិតទៅឯកសារមានច្រើនក្នុងបណ្ណាល័យ មានដូចជា៖,khm,khm
"Мегьамед Гьажиев шаир, драматург ва таржумачини тир. Ада аялар патал теснифнавай шиирар 30-60-йисара Гь. Гьажибегова, А. Фетягьова ва Н. Агьмедова туькӀуьрнавай тарсарган (учебник) ва хрестоматийра гьатнава. 1936 йисуз М. Гьажиева конкурсдиз «Дагълара» пьеса вугана. Ада лезги чӀалаз урус кхьирагрин эсерар (Л. Толстойдин «Гьажи-Мурад» повесть, М. Горькийдин «Диде» роман ва мсб.) таржума авуна, кьилди ктабар яз чапдай акъудна. М. Гьажиева чӀалан илимдик ва милли эдебиятдик чIехи пай кутуна.",lez,lez
"পৌরসভা এহার আয়তন (লয়াহান) ৪০০,.৬৯ বর্গ কিলোমিটার। পৌরসভা এহার মাপাহানর অক্ষাংশ বারো দ্রাঘিমাংশ ইলতাই 22.88° S 42.02° W ।সমূদ্রুহার মান্নাহাত্ত এহানর গড় উচ হান ইলতাই ০ মিটার (০ ফুট)।",bpy,ben
"I motsetnad til den dåverande presidenten i Sør-Afrika, Thabo Mbeki som Zuma slo i kampen om å bli leiar for ANC, har Zuma hatt ei kritisk haldning til situasjonen i nabolandet Zimbabwe.",nno,nno
"Calling All Girls è la prima canzuna ri Roger Taylor scritta pi èssiri rilasciata comu sìngulu, puru siddu fu pubbricatu sulu 'n quarchi paisi, ntra cui USA, Australia e Canadà, ma nun fu pubbricatu ntô Regnu Unitu. Taylor scrissi la canzuna câ chitarra. La canzuna nun fu mai cantata 'n Europa, ma cc'e' na riggistrazzioni live dû 1982 'n Giappuni.",scn,ita
"ದುಂಬು ಗುತ್ತುದ ಇಲ್ಲಡ್ ಬೋದಿಕೆದ ಕಂಬೊನು ಉಂದುವೇ ಮರಟ್ ಮಲ್ತೊಂದಿತ್ತೆರ್. ಇಲ್ಲ್‍ದ ಬಾಕಿಲ್ಡಿತ್ತಿನ ಪೇರ್ ಬರ್ಪುನ ಪೆಲತ್ತ ಮರಕ್ಕ್ ಉಳಿ ಬೊಟ್ಟುನ ಸಂಪ್ರದಾಯ ಇತ್ತೆಲಾ ಕೆಲವು ಕೊಡಿಟ್ ಉಂಡು.ಅಡ್ಡ ಮರಟ್ಟ್‍ ಬೊಡ್ಡೆ ನೇಲುವೆ ಪನ್ಪಿನ ಗಾದೆಲಾ ಉಂಡು.ದುಂಬುದ ಕಾಲೊದ ಗುತ್ತು ಬರ್ಕೆದ ಇಲ್ಲಡ್ ಪೆಲತ್ತ ಪಲಯಿದ ಕುರ್ಸು,ಬೆಂಚಿ,ಮೇಜಿ,ಕಲೆಂಬಿ,ಸೇರ್,ಕಳಸೆ ಮಲೊಂದಿತ್ತೆರ್.",tcy,kan
"Ertiş özeni betinden ğarpqa doğru köçken Qıpçaqlar, bugünki Rusiye ve Ukrainanıñ cenüp betini alayın elge keçirdiler ve bu yerlerde köçebe bir devlet qurdılar. Qıpçaqlarnıñ bu yerde qurğan devletiniñ akim olğan topraqlar Deşt-i Qıpçaq dep aytıldı ve XVIII asırğa qadar qullanıldı. XIII asırda Moğollarnıñ Qıpçaq akimiyetine soñ bermesinden soñra bu yer Altın Ordu adını aldı. Deşt-i Qıpçaq adı da qullanılmağa devam etti. Deşt-i Qıpçaq topraqlarından deñişik yerlerge dağılğan Qıpçaqlarnıñ bir bölümi, Mısırda Bahriye Memlükleri olıp bilingen hanedannı qurdı.",crh,kaz
"George Washington wæs se ǣresta Foresittend þāra Geāndena Rīca, fram þǣm 1789. gēare ōþ þæt 1797. gēar. Hē lǣdde þā Geānedrīciscan fierde in þǣre Geānedrīciscan Onhebbinge. His cynn cymþ of Hwæsingatūne on Englalande.",ang,ang
"Першы ЗіУ-10 прапрацаваў 9 гадоў да 1987 года. З 1986 г. наладжана серыйная вытворчасць мадэляў ЗіУ-683, аснашчаных рухавікамі завода «Дынама». З канца 1980-х ЗіУ перайшоў на выпуск мадыфікацыі ЗіУ-683БОО з ТІСУ. Рэастатна-кантактарныя тралейбусы ЗіУ-683В01 ўтрымліваліся да 1995 года. З пачаткам 1991 г. ЗіУ-683 у розных мадыфікацыях пачалі экспартавацца на Балканы, Польшчу, Украіну і іншыя краіны СНД, таксама ў Грэцыю і нават у Аргентыну. Прыпынак у вытворчасці пачаўся ў 1992 г. з распадам СССР. У 1993 годзе пачалі з'яўляцца выпускі ЗІУ-6205, якія мелі шэраг дапаўненняў і мадыфікацый.",bel,bel
"Ba é an Státrúnaí Lánchumhachtach (Fionlainnis: ministerivaltiosihteeri. Sualainnis: ministerstatssekreterare) an státseirbhíseach Fionlannach i gCathair Pheadair a chuirfeadh cúrsaí na Fionlainne faoi bhráid an Impire, nuair a bhí an Fhionlainn ina cuid d'Impireacht na Rúise, mar Ard-Diúcacht.",gle,gle
"В 1982 году Гилмор был задрафтован «Сент-Луисом» под общим 134-м номером. Уже в первых сезонах Гилмор приобрел славу специалиста по защитной игре. В первых трех сезонах он набирал, в среднем, по 50 очков, но затем феерически провел сезон 1986-87, набрав 105 очков.",rus,rus
"El Bet Amikdash (בית המקדש, kaza de El Kadosh en ivrit) o Templo de Yerushalayim era un grande templo uzado por los djudios i ke se topava enel Ar aMoriya, en la sivdad de Yerushalayim, ande oy en diya se topan la Kupola de la Roka i la mishkita de Al-Aqsa. Fue fraguado dos vezes, la priméra por Shelomo Ameleh i la sigunda por Zerubabel, kon ayudo del rey Koresh i diskues remuevado por el rey Ordos I.",lad,spa
"Монгол Улсын дээд боловсролын анхны байгууллага болсон Монгол улсын их сургууль нь Хүн эмнэлэг, Зоо мал эмнэлэг, Багш нарын гэсэн 3 факультеттайгаар 1942 онд байгуулагджээ. Хүн эмнэлгийн факультет анхны төгсөлтөө 1947 онд хийж, 14 их эмчийг бэлтгэн төгсгөсөн. Анхны 14 эмчийн 9 нь төрөлх сургуульдаа багшилсан байна.",mon,mon
"ლაგუნა მდებარეობს ჩაღრმავებულ ადგილას და ნაწილობრივ მშრალია. კლიმატი ტროპიკულია, რაც ხელს უწყობს მარადმწვანე მცენარეების არსებობას. საშუალო ტემპერატურა მერყეობს დაახლოებით 28 °C-ის ფარგლებში, ტენიანობა 81 %-დან 84 %-მდე. კუნძულები ზოგჯერ განიცდიან ტროპიკული ციკლონების ზემოქმედებას.საფრანგეთის უცხოური ლეგიონი",kat,kat
"Торіса є ріка на северо-выходнім Словеньску. Прамінить у Левочскых горах коло села Торіскы. Мать довжку 129 кілометрів, што єй рядить меджі найдовшы рікы на Словеньску (10.). Свою путь закінчує втоком до рікы Горнад юго-выходні од Кошыць.",rue,slv
"80 % de los entrevistados considera que “cualquier cosa se puede comprar con dinero” en el mercado negro: pertenencias personales, legumbres cultivadas en los patios de las casas, grano que supuestamente lo debería distribuir el Estado, productos electrónicos, pasaportes, sexo, etc.",cbk,spa
"Dalam setiap kebudayaan menungsa, kerohanian dan ritual mendapat ekspresi dalam bentuk tertentu. Elemen-elemen ini dapat menggabungkan secara penting pengalaman pribadi dengan pengalaman penyatuan dan komunal, seringkali membangkitkan emosi sing sangat kuat dan bahkan luapan kegembiraan. Kekuatan pengikat sing kuat sekang pengalaman tertentu dapat kadang-kadang menimbulkan kefanatikan atau agresi kepada menungsa lain sing tidak termasuk dalam kelompok agamanya, berakibat perpecahan atau bahkan perang. Teokrasi adalah masyarakat sing dibentuk secara dominan oleh agama, diperintah oleh pemimpin suci atau oleh sewong pemuka agama. Agama dapat pula berperilaku sebagai alat penyaluran dan pengaruh sekang norma budaya dunia dan tingkah laku sing wajar dilakukan menungsa.",map-bms,msa
"Xenofon, sem einnig ritaði Málsvörn Sókratesar, bendir á að fjöldi höfunda hafi skrifað verk Sókratesi til varnar. Málsvörn Sókratesar eftir Platon er almennt álitin besta heimildin um Sókrates en deilt er um hversu mikinn hluta Sókrates á í henni. Bent er á að ritið skeri sig um margt frá öðrum ritum Platons en á móti kemur að ekki hefur hún verið skrifuð upp orðrétt eftir minni, enda þótt textinn sé nánast allur í fyrstu persónu og settur fram eins og um ræðu Sókratesar við réttarhöldin sé að ræða og Sókrates nefnir í tvígang að Platon sé viðstaddur (34a og 38b). Ákærurnar á hendur Sókratesi tengdust miklum breytingum sem urðu á samfélagi Aþeninga sem varð mun herskárra en áður hafði verið, en hann var dæmdur til dauða fyrir að spilla æskulýðnum og trúa ekki á guðina en boða villutrú.",isl,isl
"Bantu genn garab la bu xeeñ lu neex, te joxe diwlin ji ñu def ci néew yi. Ci réewi penku yi la jóge. Boroomi xam-xam yi ci turu Akilariya agalosa (Aquilaria Agallocha) lañu ko xame. Garab yi am benn feebar rekk ñooy xeeñ. Feebar bi dafa soppi wàllu dàttam ba bant bi dëgër te ëmb benn diwlin bu neex. Bu ñuul bi mooy lu am feebar. Lu weex mooy lu amul feebar.",wol,wol
"|Vietnam Airlines|Bangkok-Suvarnabhumi, Beijing-Capital, Busan, Frankfurt, Fukuoka, Guangzhou, Hong Kong, Kaohsiung, Kuala Lumpur, Melbourne, Moscow-Domodedovo, Nagoya-Centrair [begins 13 August], Osaka-Kansai, Paris-Charles de Gaulle, Phnom Penh, Seoul-Incheon, Shanghai-Pudong, Siem Reap, Singapore, Sydney, Taipei-Taoyuan, Tokyo-Narita, Vientiane",map-bms,eng
"Башкирэнь кельсэ «сим» малавиксэв «сюм» валонтень — лейсэ домкав тарка, отьма. Г. Вильданов сюлми башкирэнь «эсемлек» — симима, кона киртемсь «эҫем» валонтень.",myv,bak
"Afaan Siwaahilii (akkasumas kan Kiswahili jedhamu) Afaan Bantu tti. Afaanii kunni afaan biyyotta Sahaaraa n jalla jirranitti yeroo bayee dubbatama. Swahilin afaan Ummattaa Swahilikan fixee Gallana Oceanii kabba Somaaliyaafagatte hanga danga Moozaambiik fi Tanzaaniyaa argamaniin dubbatama. Ergaa afaan adda Tanzaaniyaa kufeen bodda, Afaan Siwaahiliin akka afaan tokkoffatti ummattaa Tanzaaniyaan fudhatame, lakkofsii ummatta afaan Kiswahili akka Afaan tokkoffatti dubbatan hanga million 40 guddatte. Haa ta'u malee Siwaahiliin ummatta hanga million 100 ta'aniin dubbatamma. Biyyotta kabba Afrikaa tti fi Riippabiliika Dimookiraatawaa Koongoo tti Siwaahiliin lingua franca ta'erra. Siwaahiliin afaan Afrikaa jirran kessa akka afaan hojjii African Union kan fayyadaman isaa qofaatti. Siwaahiliin University gugguddo adunyaa kessatti ni barsifama, akkasumas stationotta akka BBC, Voice of America fi Xinhua irratti ni dabarfama.",orm,amh
"ᎣᏂ ᏧᏩᎫᏛ ᎯᎠ 19th ᏍᏉᎯᏧᏈ ᏧᏕᏘᏴᏗ, ᎯᎠ poinsettia ᎤᎭ ᏭᏪᏙᎢ ᎤᎾᎵᎪᏅᎯ ᎬᏙᏗ ᏓᏂᏍᏓᏲᎯᎲ. ᏐᎢ ᎤᏂᎸᏉᏗ ᏗᎦᎸᏫᏍᏓᏁᏗ ᏂᎨᏒᎾ ᎢᎦ ᏗᎦᎪᎯᏗ ᎠᏠᏯᏍᏛ ᎩᎦᎨᎠᏓᏛᏍᎩ, ᎤᏓᎳ, ᎩᎦᎨ amaryllis, ᎠᎴ ᏓᏂᏍᏓᏲᎯᎲ ᎤᎵᏰᏍᏗ.",chr,chr
"Po horjeka naspomnjenej definiciji je ablawt tež w zapado- a serwjerogermanšćinje rozšěrjeny přezwuk (na př. němsce Maus - Mäuse, Mäuslein; fahren - fährt), kotryž bu přez -i/j- w sćěhowacej złóžce zawinowany. Tutón je wo wjele młódši zjaw hač indoeuropski ablawt, čehoždla ani njeje systematiski abo historiski zwisk ze změnu w ablawtowych rjadach a přezwuk so zwjetša k ablawtowym fenomenam njeliči.",hsb,hsb
